order_id,customer_id,order_date,order_status,city,state,country
ORD00067,CUST0970,2024-07-24,Delivered,Chennai,Tamil Nadu,India
ORD00068,CUST1361,2023-03-01,Delivered,Kochi,Kerala,India
ORD00069,CUST0443,2022-11-09,Delivered,Mumbai,Maharashtra,India
ORD00070,CUST1886,2023-01-08,Delivered,Mumbai,Maharashtra,India
ORD00071,CUST0792,2022-05-08,Delivered,Bangalore,Karnataka,India
ORD00072,CUST1144,2023-06-28,Delivered,Mumbai,Maharashtra,India
ORD00073,CUST0114,2024-11-27,Delivered,Bangalore,Karnataka,India
ORD00074,CUST1088,2022-05-19,Returned,Calicut,Kerala,India
ORD00075,CUST1285,2024-02-14,Delivered,Calicut,Kerala,India
ORD00076,CUST0779,2022-10-13,Cancelled,Mumbai,Maharashtra,India
ORD00077,CUST2206,2024-01-14,Delivered,Bangalore,Karnataka,India
ORD00078,CUST1353,2023-06-03,Returned,Kochi,Kerala,India
ORD00079,CUST1231,2024-06-28,Delivered,Chennai,Tamil Nadu,India
ORD00080,CUST1212,2024-05-14,Delivered,Chennai,Tamil Nadu,India
ORD00081,CUST1553,2022-03-14,Delivered,Chennai,Tamil Nadu,India
ORD00082,CUST1245,2023-10-18,Shipped,Kochi,Kerala,India
ORD00083,CUST1320,2023-04-26,Delivered,Bangalore,Karnataka,India
ORD00084,CUST1939,2023-08-22,Delivered,Mumbai,Maharashtra,India
ORD00085,CUST0383,2024-12-21,Delivered,Kochi,Kerala,India
ORD00086,CUST1947,2022-10-01,Delivered,Kochi,Kerala,India
ORD00087,CUST2358,2023-02-14,Cancelled,Chennai,Tamil Nadu,India
ORD00088,CUST0023,2023-12-13,Delivered,Kochi,Kerala,India
ORD00089,CUST2122,2022-07-06,Shipped,Calicut,Kerala,India
ORD00090,CUST0498,2024-01-08,Cancelled,Mumbai,Maharashtra,India
ORD00091,CUST2290,2023-03-22,Delivered,Mumbai,Maharashtra,India
ORD00092,CUST2068,2023-06-20,Shipped,Chennai,Tamil Nadu,India
ORD00093,CUST1945,2023-09-06,Shipped,Mumbai,Maharashtra,India
ORD00094,CUST2136,2022-05-27,Delivered,Mumbai,Maharashtra,India
ORD00095,CUST1113,2022-11-23,Delivered,Mumbai,Maharashtra,India
ORD00096,CUST0948,2024-06-03,Delivered,Bangalore,Karnataka,India
ORD00097,CUST2223,2022-10-14,Delivered,Mumbai,Maharashtra,India
ORD00098,CUST1596,2022-07-07,Shipped,Mumbai,Maharashtra,India
ORD00099,CUST1441,2023-12-16,Delivered,Chennai,Tamil Nadu,India
ORD00100,CUST2237,2023-07-18,Shipped,Bangalore,Karnataka,India
ORD00101,CUST1990,2023-04-08,Delivered,Chennai,Tamil Nadu,India
ORD00102,CUST1657,2023-07-22,Delivered,Calicut,Kerala,India
ORD00103,CUST1614,2022-08-20,Delivered,Kochi,Kerala,India
ORD00104,CUST1892,2022-10-21,Delivered,Chennai,Tamil Nadu,India
ORD00105,CUST1863,2023-01-13,Delivered,Kochi,Kerala,India
ORD00106,CUST1727,2023-06-09,Shipped,Bangalore,Karnataka,India
ORD00107,CUST0214,2023-02-01,Shipped,Bangalore,Karnataka,India
ORD00108,CUST0165,2024-04-03,Shipped,Bangalore,Karnataka,India
ORD00109,CUST0625,2022-04-27,Delivered,Calicut,Kerala,India
ORD00110,CUST0893,2023-03-22,Delivered,Kochi,Kerala,India
ORD00111,CUST0470,2022-11-20,Delivered,Mumbai,Maharashtra,India
ORD00112,CUST1278,2022-05-19,Delivered,Kochi,Kerala,India
ORD00113,CUST0813,2023-11-13,Returned,Chennai,Tamil Nadu,India
ORD00114,CUST1236,2024-10-08,Delivered,Calicut,Kerala,India
ORD00115,CUST2183,2024-02-26,Delivered,Chennai,Tamil Nadu,India
ORD00116,CUST1721,2024-12-11,Delivered,Mumbai,Maharashtra,India
ORD00117,CUST1884,2023-02-12,Delivered,Mumbai,Maharashtra,India
ORD00118,CUST1107,2022-07-24,Delivered,Kochi,Kerala,India
ORD00119,CUST2427,2023-09-15,Delivered,Chennai,Tamil Nadu,India
ORD00120,CUST1143,2022-06-27,Returned,Bangalore,Karnataka,India
ORD00121,CUST1553,2023-04-19,Delivered,Mumbai,Maharashtra,India
ORD00122,CUST1998,2023-01-28,Delivered,Bangalore,Karnataka,India
ORD00123,CUST2442,2023-06-11,Delivered,Kochi,Kerala,India
ORD00124,CUST0351,2022-09-17,Returned,Bangalore,Karnataka,India
ORD00125,CUST1951,2024-12-25,Delivered,Kochi,Kerala,India
ORD00126,CUST1657,2022-08-03,Delivered,Mumbai,Maharashtra,India
ORD00127,CUST2268,2024-05-19,Delivered,Kochi,Kerala,India
ORD00128,CUST1442,2023-06-24,Delivered,Chennai,Tamil Nadu,India
ORD00129,CUST0789,2023-05-09,Delivered,Mumbai,Maharashtra,India
ORD00130,CUST0759,2024-02-18,Returned,Bangalore,Karnataka,India
ORD00131,CUST2415,2024-04-16,Delivered,Kochi,Kerala,India
ORD00132,CUST0735,2022-10-10,Delivered,Chennai,Tamil Nadu,India
ORD00133,CUST0187,2024-01-18,Delivered,Bangalore,Karnataka,India
ORD00134,CUST2011,2023-09-23,Returned,Calicut,Kerala,India
ORD00135,CUST1805,2024-01-10,Delivered,Calicut,Kerala,India
ORD00136,CUST1957,2022-03-09,Returned,Bangalore,Karnataka,India
ORD00137,CUST0220,2023-02-16,Delivered,Calicut,Kerala,India
ORD00138,CUST1017,2024-03-10,Delivered,Kochi,Kerala,India
ORD00139,CUST0925,2023-09-20,Delivered,Calicut,Kerala,India
ORD00140,CUST2411,2023-07-15,Delivered,Chennai,Tamil Nadu,India
ORD00141,CUST0407,2024-05-20,Delivered,Mumbai,Maharashtra,India
ORD00142,CUST2261,2022-12-06,Delivered,Kochi,Kerala,India
ORD00143,CUST2433,2022-03-14,Delivered,Calicut,Kerala,India
ORD00144,CUST1159,2022-05-08,Delivered,Mumbai,Maharashtra,India
ORD00145,CUST2416,2024-02-08,Cancelled,Mumbai,Maharashtra,India
ORD00146,CUST0611,2022-07-18,Delivered,Kochi,Kerala,India
ORD00147,CUST1260,2022-03-02,Delivered,Bangalore,Karnataka,India
ORD00148,CUST1246,2023-12-15,Delivered,Chennai,Tamil Nadu,India
ORD00149,CUST0330,2024-05-18,Delivered,Mumbai,Maharashtra,India
ORD00150,CUST1026,2023-01-24,Delivered,Chennai,Tamil Nadu,India
ORD00151,CUST2357,2022-02-22,Shipped,Calicut,Kerala,India
ORD00152,CUST0165,2024-01-27,Delivered,Chennai,Tamil Nadu,India
ORD00153,CUST1140,2024-08-21,Delivered,Kochi,Kerala,India
ORD00154,CUST1673,2023-10-03,Delivered,Kochi,Kerala,India
ORD00155,CUST1351,2024-06-04,Cancelled,Bangalore,Karnataka,India
ORD00156,CUST2254,2024-12-13,Shipped,Mumbai,Maharashtra,India
ORD00157,CUST0475,2022-08-11,Delivered,Calicut,Kerala,India
ORD00158,CUST1893,2022-09-22,Cancelled,Mumbai,Maharashtra,India
ORD00159,CUST2042,2022-01-17,Delivered,Mumbai,Maharashtra,India
ORD00160,CUST1180,2022-01-09,Delivered,Mumbai,Maharashtra,India
ORD00161,CUST0981,2022-12-21,Delivered,Mumbai,Maharashtra,India
ORD00162,CUST0382,2024-05-01,Delivered,Kochi,Kerala,India
ORD00163,CUST0631,2023-02-04,Delivered,Kochi,Kerala,India
ORD00164,CUST1935,2023-12-14,Shipped,Mumbai,Maharashtra,India
ORD00165,CUST2456,2024-08-05,Delivered,Kochi,Kerala,India
ORD00166,CUST1700,2022-12-09,Shipped,Chennai,Tamil Nadu,India
ORD00167,CUST1223,2023-09-27,Delivered,Bangalore,Karnataka,India
ORD00168,CUST2207,2023-10-28,Delivered,Chennai,Tamil Nadu,India
ORD00169,CUST1546,2023-06-18,Shipped,Mumbai,Maharashtra,India
ORD00170,CUST1569,2022-06-23,Delivered,Mumbai,Maharashtra,India
ORD00171,CUST1562,2022-07-11,Shipped,Kochi,Kerala,India
ORD00172,CUST0152,2024-11-05,Delivered,Mumbai,Maharashtra,India
ORD00173,CUST1804,2024-09-11,Cancelled,Kochi,Kerala,India
ORD00174,CUST1680,2023-09-01,Shipped,Calicut,Kerala,India
ORD00175,CUST1387,2023-02-26,Returned,Kochi,Kerala,India
ORD00176,CUST2186,2023-10-28,Delivered,Chennai,Tamil Nadu,India
ORD00177,CUST1999,2024-06-23,Cancelled,Mumbai,Maharashtra,India
ORD00178,CUST1178,2024-01-03,Delivered,Chennai,Tamil Nadu,India
ORD00179,CUST1818,2024-10-23,Cancelled,Kochi,Kerala,India
ORD00180,CUST1202,2022-10-11,Shipped,Kochi,Kerala,India
ORD00181,CUST1688,2023-06-05,Delivered,Bangalore,Karnataka,India
ORD00182,CUST1567,2022-11-06,Delivered,Chennai,Tamil Nadu,India
ORD00183,CUST1041,2022-12-08,Delivered,Chennai,Tamil Nadu,India
ORD00184,CUST1906,2024-05-01,Cancelled,Mumbai,Maharashtra,India
ORD00185,CUST2407,2022-11-15,Returned,Bangalore,Karnataka,India
ORD00186,CUST1238,2024-11-09,Delivered,Bangalore,Karnataka,India
ORD00187,CUST2343,2023-07-04,Delivered,Kochi,Kerala,India
ORD00188,CUST1622,2023-12-01,Returned,Bangalore,Karnataka,India
ORD00189,CUST0201,2024-01-28,Delivered,Bangalore,Karnataka,India
ORD00190,CUST2487,2023-12-25,Shipped,Chennai,Tamil Nadu,India
ORD00191,CUST0561,2024-04-07,Delivered,Bangalore,Karnataka,India
ORD00192,CUST2374,2023-11-26,Delivered,Calicut,Kerala,India
ORD00193,CUST0823,2023-11-24,Delivered,Bangalore,Karnataka,India
ORD00194,CUST1117,2023-09-17,Delivered,Kochi,Kerala,India
ORD00195,CUST1388,2023-05-26,Delivered,Kochi,Kerala,India
ORD00196,CUST0925,2022-08-05,Shipped,Calicut,Kerala,India
ORD00197,CUST0058,2023-09-03,Shipped,Mumbai,Maharashtra,India
ORD00198,CUST1074,2022-09-15,Delivered,Bangalore,Karnataka,India
ORD00199,CUST0958,2024-07-12,Delivered,Chennai,Tamil Nadu,India
ORD00200,CUST2499,2024-01-18,Delivered,Mumbai,Maharashtra,India
ORD00201,CUST0478,2024-11-10,Delivered,Kochi,Kerala,India
ORD00202,CUST0476,2022-01-10,Returned,Kochi,Kerala,India
ORD00203,CUST1520,2024-04-05,Delivered,Calicut,Kerala,India
ORD00204,CUST1700,2024-07-24,Shipped,Chennai,Tamil Nadu,India
ORD00205,CUST1146,2024-08-14,Returned,Calicut,Kerala,India
ORD00206,CUST0407,2023-11-08,Cancelled,Calicut,Kerala,India
ORD00207,CUST1131,2024-09-12,Delivered,Bangalore,Karnataka,India
ORD00208,CUST2446,2023-02-03,Delivered,Kochi,Kerala,India
ORD00209,CUST2313,2023-01-08,Returned,Calicut,Kerala,India
ORD00210,CUST0955,2024-02-07,Delivered,Kochi,Kerala,India
ORD00211,CUST0593,2024-03-01,Delivered,Bangalore,Karnataka,India
ORD00212,CUST0106,2023-09-26,Delivered,Kochi,Kerala,India
ORD00213,CUST2412,2023-01-26,Shipped,Kochi,Kerala,India
ORD00214,CUST1725,2022-01-09,Delivered,Bangalore,Karnataka,India
ORD00215,CUST1483,2024-02-03,Delivered,Chennai,Tamil Nadu,India
ORD00216,CUST2136,2022-12-20,Delivered,Chennai,Tamil Nadu,India
ORD00217,CUST1962,2024-08-01,Delivered,Bangalore,Karnataka,India
ORD00218,CUST1817,2024-07-04,Delivered,Mumbai,Maharashtra,India
ORD00219,CUST0517,2023-02-20,Delivered,Calicut,Kerala,India
ORD00220,CUST2447,2024-10-23,Delivered,Bangalore,Karnataka,India
ORD00221,CUST0407,2023-05-17,Delivered,Chennai,Tamil Nadu,India
ORD00222,CUST1762,2024-11-24,Cancelled,Calicut,Kerala,India
ORD00223,CUST1634,2023-04-11,Shipped,Mumbai,Maharashtra,India
ORD00224,CUST0626,2023-11-22,Delivered,Mumbai,Maharashtra,India
ORD00225,CUST1769,2022-02-27,Delivered,Mumbai,Maharashtra,India
ORD00226,CUST2301,2022-12-18,Delivered,Calicut,Kerala,India
ORD00227,CUST1733,2024-06-04,Delivered,Chennai,Tamil Nadu,India
ORD00228,CUST2368,2024-05-10,Delivered,Calicut,Kerala,India
ORD00229,CUST0444,2022-04-22,Delivered,Chennai,Tamil Nadu,India
ORD00230,CUST2352,2023-09-04,Shipped,Bangalore,Karnataka,India
ORD00231,CUST2281,2024-07-25,Shipped,Kochi,Kerala,India
ORD00232,CUST1120,2024-10-09,Delivered,Calicut,Kerala,India
ORD00233,CUST0587,2023-06-01,Delivered,Bangalore,Karnataka,India
ORD00234,CUST0126,2022-11-24,Delivered,Chennai,Tamil Nadu,India
ORD00235,CUST0645,2023-12-14,Delivered,Calicut,Kerala,India
ORD00236,CUST2325,2024-05-11,Shipped,Bangalore,Karnataka,India
ORD00237,CUST0204,2022-02-05,Delivered,Chennai,Tamil Nadu,India
ORD00238,CUST2487,2023-05-22,Delivered,Calicut,Kerala,India
ORD00239,CUST0467,2023-07-07,Shipped,Mumbai,Maharashtra,India
ORD00240,CUST2430,2022-07-10,Delivered,Bangalore,Karnataka,India
ORD00241,CUST1619,2024-09-10,Delivered,Mumbai,Maharashtra,India
ORD00242,CUST0866,2022-01-07,Delivered,Chennai,Tamil Nadu,India
ORD00243,CUST2038,2023-05-11,Delivered,Kochi,Kerala,India
ORD00244,CUST0943,2022-03-13,Delivered,Mumbai,Maharashtra,India
ORD00245,CUST1627,2024-09-26,Delivered,Chennai,Tamil Nadu,India
ORD00246,CUST1283,2022-07-15,Cancelled,Calicut,Kerala,India
ORD00247,CUST1711,2024-07-13,Shipped,Chennai,Tamil Nadu,India
ORD00248,CUST0704,2023-02-01,Returned,Bangalore,Karnataka,India
ORD00249,CUST0434,2024-08-12,Delivered,Chennai,Tamil Nadu,India
ORD00250,CUST1622,2024-07-13,Delivered,Kochi,Kerala,India
ORD00251,CUST0468,2022-11-03,Delivered,Bangalore,Karnataka,India
ORD00252,CUST0605,2022-09-25,Delivered,Chennai,Tamil Nadu,India
ORD00253,CUST2468,2022-02-09,Delivered,Kochi,Kerala,India
ORD00254,CUST2374,2023-12-15,Shipped,Kochi,Kerala,India
ORD00255,CUST1324,2024-11-21,Delivered,Mumbai,Maharashtra,India
ORD00256,CUST1241,2023-03-03,Delivered,Bangalore,Karnataka,India
ORD00257,CUST0155,2022-12-10,Delivered,Bangalore,Karnataka,India
ORD00258,CUST0370,2023-06-03,Delivered,Calicut,Kerala,India
ORD00259,CUST0169,2023-10-19,Delivered,Chennai,Tamil Nadu,India
ORD00260,CUST0618,2023-10-20,Delivered,Mumbai,Maharashtra,India
ORD00261,CUST1407,2022-08-26,Cancelled,Calicut,Kerala,India
ORD00262,CUST1794,2024-09-06,Delivered,Calicut,Kerala,India
ORD00263,CUST1528,2024-09-20,Delivered,Mumbai,Maharashtra,India
ORD00264,CUST2449,2023-07-25,Delivered,Bangalore,Karnataka,India
ORD00265,CUST1584,2022-11-11,Delivered,Calicut,Kerala,India
ORD00266,CUST2469,2024-05-28,Delivered,Bangalore,Karnataka,India
ORD00267,CUST1433,2022-06-19,Delivered,Kochi,Kerala,India
ORD00268,CUST0348,2023-11-05,Delivered,Bangalore,Karnataka,India
ORD00269,CUST0524,2023-09-21,Shipped,Bangalore,Karnataka,India
ORD00270,CUST1483,2024-02-22,Delivered,Chennai,Tamil Nadu,India
ORD00271,CUST1400,2023-06-06,Returned,Calicut,Kerala,India
ORD00272,CUST1212,2022-04-05,Delivered,Mumbai,Maharashtra,India
ORD00273,CUST2157,2024-09-27,Shipped,Calicut,Kerala,India
ORD00274,CUST0665,2022-12-20,Delivered,Calicut,Kerala,India
ORD00275,CUST1683,2022-12-24,Delivered,Kochi,Kerala,India
ORD00276,CUST1839,2023-11-20,Delivered,Bangalore,Karnataka,India
ORD00277,CUST1922,2022-09-10,Returned,Kochi,Kerala,India
ORD00278,CUST1892,2024-06-19,Returned,Kochi,Kerala,India
ORD00279,CUST0664,2024-07-17,Delivered,Bangalore,Karnataka,India
ORD00280,CUST1521,2022-11-21,Delivered,Kochi,Kerala,India
ORD00281,CUST0511,2024-02-28,Delivered,Chennai,Tamil Nadu,India
ORD00282,CUST2103,2022-02-09,Delivered,Bangalore,Karnataka,India
ORD00283,CUST1432,2022-07-08,Shipped,Kochi,Kerala,India
ORD00284,CUST0966,2022-07-13,Delivered,Calicut,Kerala,India
ORD00285,CUST0406,2023-02-08,Delivered,Mumbai,Maharashtra,India
ORD00286,CUST1936,2022-03-02,Delivered,Bangalore,Karnataka,India
ORD00287,CUST0078,2024-12-01,Cancelled,Kochi,Kerala,India
ORD00288,CUST2494,2022-04-18,Returned,Bangalore,Karnataka,India
ORD00289,CUST1234,2022-07-25,Delivered,Chennai,Tamil Nadu,India
ORD00290,CUST1873,2022-01-14,Delivered,Calicut,Kerala,India
ORD00291,CUST2111,2023-02-20,Delivered,Calicut,Kerala,India
ORD00292,CUST0007,2024-04-05,Delivered,Chennai,Tamil Nadu,India
ORD00293,CUST0351,2022-06-19,Delivered,Chennai,Tamil Nadu,India
ORD00294,CUST2080,2022-06-17,Delivered,Chennai,Tamil Nadu,India
ORD00295,CUST1585,2023-01-28,Delivered,Chennai,Tamil Nadu,India
ORD00296,CUST0277,2024-05-01,Delivered,Bangalore,Karnataka,India
ORD00297,CUST2384,2024-04-22,Delivered,Bangalore,Karnataka,India
ORD00298,CUST0718,2022-03-12,Delivered,Bangalore,Karnataka,India
ORD00299,CUST1875,2022-12-26,Delivered,Mumbai,Maharashtra,India
ORD00300,CUST0172,2022-05-02,Shipped,Calicut,Kerala,India
ORD00301,CUST2225,2024-05-13,Returned,Bangalore,Karnataka,India
ORD00302,CUST1172,2022-05-25,Delivered,Mumbai,Maharashtra,India
ORD00303,CUST1508,2024-01-11,Delivered,Bangalore,Karnataka,India
ORD00304,CUST1584,2024-07-15,Cancelled,Mumbai,Maharashtra,India
ORD00305,CUST2127,2023-03-23,Delivered,Bangalore,Karnataka,India
ORD00306,CUST2468,2024-02-14,Delivered,Bangalore,Karnataka,India
ORD00307,CUST1344,2023-09-11,Delivered,Kochi,Kerala,India
ORD00308,CUST0683,2023-05-20,Shipped,Bangalore,Karnataka,India
ORD00309,CUST1445,2023-06-02,Shipped,Mumbai,Maharashtra,India
ORD00310,CUST0235,2023-07-21,Returned,Chennai,Tamil Nadu,India
ORD00311,CUST0656,2023-11-17,Shipped,Calicut,Kerala,India
ORD00312,CUST0143,2024-03-22,Shipped,Calicut,Kerala,India
ORD00313,CUST1484,2022-02-25,Delivered,Kochi,Kerala,India
ORD00314,CUST1524,2024-10-15,Returned,Mumbai,Maharashtra,India
ORD00315,CUST1631,2024-02-05,Delivered,Mumbai,Maharashtra,India
ORD00316,CUST2121,2022-10-24,Delivered,Bangalore,Karnataka,India
ORD00317,CUST1828,2022-09-09,Shipped,Mumbai,Maharashtra,India
ORD00318,CUST0304,2022-11-04,Delivered,Kochi,Kerala,India
ORD00319,CUST1310,2024-03-15,Returned,Mumbai,Maharashtra,India
ORD00320,CUST0714,2023-12-10,Cancelled,Bangalore,Karnataka,India
ORD00321,CUST0569,2022-09-04,Returned,Bangalore,Karnataka,India
ORD00322,CUST1512,2022-08-12,Delivered,Kochi,Kerala,India
ORD00323,CUST0270,2022-09-20,Cancelled,Mumbai,Maharashtra,India
ORD00324,CUST1683,2024-07-24,Delivered,Bangalore,Karnataka,India
ORD00325,CUST2120,2024-11-03,Delivered,Mumbai,Maharashtra,India
ORD00326,CUST0529,2024-03-21,Delivered,Bangalore,Karnataka,India
ORD00327,CUST0627,2022-09-27,Delivered,Mumbai,Maharashtra,India
ORD00328,CUST0924,2022-03-11,Returned,Bangalore,Karnataka,India
ORD00329,CUST0805,2023-09-28,Delivered,Bangalore,Karnataka,India
ORD00330,CUST2186,2022-05-21,Delivered,Chennai,Tamil Nadu,India
ORD00331,CUST2379,2024-09-06,Delivered,Calicut,Kerala,India
ORD00332,CUST2479,2024-03-20,Shipped,Kochi,Kerala,India
ORD00333,CUST2363,2022-10-02,Returned,Bangalore,Karnataka,India
ORD00334,CUST2040,2023-12-20,Delivered,Bangalore,Karnataka,India
ORD00335,CUST1664,2024-05-10,Delivered,Chennai,Tamil Nadu,India
ORD00336,CUST1801,2022-08-23,Delivered,Bangalore,Karnataka,India
ORD00337,CUST0589,2023-08-07,Delivered,Mumbai,Maharashtra,India
ORD00338,CUST2110,2023-11-05,Shipped,Bangalore,Karnataka,India
ORD00339,CUST1096,2023-02-08,Delivered,Chennai,Tamil Nadu,India
ORD00340,CUST1574,2022-04-04,Delivered,Mumbai,Maharashtra,India
ORD00341,CUST1342,2022-07-28,Cancelled,Chennai,Tamil Nadu,India
ORD00342,CUST1264,2023-10-17,Delivered,Chennai,Tamil Nadu,India
ORD00343,CUST0987,2022-01-13,Delivered,Mumbai,Maharashtra,India
ORD00344,CUST1928,2023-10-16,Delivered,Kochi,Kerala,India
ORD00345,CUST0549,2022-09-28,Delivered,Bangalore,Karnataka,India
ORD00346,CUST2336,2023-11-02,Delivered,Bangalore,Karnataka,India
ORD00347,CUST1583,2023-04-18,Delivered,Chennai,Tamil Nadu,India
ORD00348,CUST0487,2024-08-09,Shipped,Chennai,Tamil Nadu,India
ORD00349,CUST1389,2023-02-12,Shipped,Kochi,Kerala,India
ORD00350,CUST1645,2022-06-07,Delivered,Chennai,Tamil Nadu,India
ORD00351,CUST1365,2022-01-02,Delivered,Chennai,Tamil Nadu,India
ORD00352,CUST2112,2023-09-05,Delivered,Mumbai,Maharashtra,India
ORD00353,CUST1226,2024-06-11,Delivered,Kochi,Kerala,India
ORD00354,CUST2007,2024-06-27,Delivered,Chennai,Tamil Nadu,India
ORD00355,CUST1357,2023-05-27,Delivered,Chennai,Tamil Nadu,India
ORD00356,CUST0110,2024-07-10,Shipped,Calicut,Kerala,India
ORD00357,CUST2370,2023-08-21,Shipped,Chennai,Tamil Nadu,India
ORD00358,CUST0699,2024-04-02,Delivered,Chennai,Tamil Nadu,India
ORD00359,CUST0993,2023-11-05,Shipped,Chennai,Tamil Nadu,India
ORD00360,CUST1285,2022-10-07,Delivered,Calicut,Kerala,India
ORD00361,CUST2056,2023-03-23,Delivered,Mumbai,Maharashtra,India
ORD00362,CUST0566,2024-08-24,Delivered,Chennai,Tamil Nadu,India
ORD00363,CUST1960,2024-04-11,Returned,Chennai,Tamil Nadu,India
ORD00364,CUST2184,2023-07-06,Delivered,Chennai,Tamil Nadu,India
ORD00365,CUST1083,2023-09-22,Shipped,Bangalore,Karnataka,India
ORD00366,CUST1223,2022-08-08,Delivered,Chennai,Tamil Nadu,India
ORD00367,CUST2003,2023-05-23,Delivered,Kochi,Kerala,India
